epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,156.198,0,108.631,0,0,0,0,0,0,934.012,0,0.00053979,0.00053979,0.00053979
2,317.735,0,85.1353,0,0,0,0,0,0,473.51,0,0.00104123,0.00104123,0.00104123
